operacao,dado,tempo_ns,colisoes
INSERCAO,698351333,524,0
INSERCAO,529294491,151,0
INSERCAO,526454921,153,0
INSERCAO,648070347,91,0
INSERCAO,829708007,44,0
INSERCAO,692983215,103,0
INSERCAO,792567154,40,0
INSERCAO,797107022,39,0
INSERCAO,592622681,40,0
INSERCAO,667589032,37,0
INSERCAO,142803213,39,0
INSERCAO,932522173,102,0
INSERCAO,294023053,134,0
INSERCAO,836977161,174,0
INSERCAO,166018526,98,0
INSERCAO,956126274,38,0
INSERCAO,780429097,120,0
INSERCAO,241881019,37,0
INSERCAO,462774010,126,0
INSERCAO,999704681,122,1
INSERCAO,432894319,70,1
INSERCAO,831322674,162,1
INSERCAO,505053723,131,0
INSERCAO,392660688,60,0
INSERCAO,036672407,116,1
INSERCAO,836236319,65,2
INSERCAO,758469330,57,0
INSERCAO,596261994,158,0
INSERCAO,634878808,136,0
INSERCAO,078714315,125,1
INSERCAO,798769883,40,0
INSERCAO,183575663,115,0
INSERCAO,520097559,94,0
INSERCAO,806586764,37,0
INSERCAO,616987620,152,0
INSERCAO,254641876,36,0
INSERCAO,618873101,38,0
INSERCAO,088059496,179,0
INSERCAO,404507074,126,2
INSERCAO,297440187,44,0
INSERCAO,783536336,104,0
INSERCAO,379959923,68,1
INSERCAO,856579083,141,1
INSERCAO,145837273,151,1
INSERCAO,265277396,184,1
INSERCAO,745333279,95,0
INSERCAO,688386104,69,0
INSERCAO,006297401,177,1
INSERCAO,412827145,154,0
INSERCAO,862871557,111,0
INSERCAO,897261146,141,0
INSERCAO,898601820,69,1
INSERCAO,101043194,208,1
INSERCAO,648822540,110,0
INSERCAO,657365231,100,0
INSERCAO,921457885,244,0
INSERCAO,778671688,57,1
INSERCAO,792484200,98,0
INSERCAO,755899384,39,0
INSERCAO,259680057,58,1
INSERCAO,106505290,130,0
INSERCAO,856074775,39,0
INSERCAO,861236807,204,2
INSERCAO,150288398,142,0
INSERCAO,108792369,38,0
INSERCAO,029362962,144,0
INSERCAO,249105267,92,0
INSERCAO,028391850,37,0
INSERCAO,906298328,115,0
INSERCAO,864222908,49,1
INSERCAO,276042917,41,0
INSERCAO,456479655,40,0
INSERCAO,225217849,39,0
INSERCAO,996804352,99,0
INSERCAO,506667322,57,1
INSERCAO,719163414,39,0
INSERCAO,420035936,326,1
INSERCAO,060041900,106,1
INSERCAO,129293339,104,0
INSERCAO,929041088,69,2
INSERCAO,398298832,51,1
INSERCAO,052852350,291,1
INSERCAO,845582623,125,2
INSERCAO,619902746,46,1
INSERCAO,989488197,279,1
INSERCAO,191293162,131,1
INSERCAO,660530204,116,1
INSERCAO,024676276,254,1
INSERCAO,847281574,74,3
INSERCAO,659832328,165,1
INSERCAO,535644013,166,1
INSERCAO,827165159,52,1
INSERCAO,840416632,270,2
INSERCAO,533981428,58,2
INSERCAO,771064211,109,0
INSERCAO,721246537,49,0
INSERCAO,093308446,52,2
INSERCAO,643470483,170,2
INSERCAO,387487183,129,3
INSERCAO,762646131,122,1
INSERCAO,216067841,124,0
INSERCAO,380528505,49,0
INSERCAO,280753696,156,2
INSERCAO,270625834,57,0
INSERCAO,375250358,115,0
INSERCAO,548978502,35,0
INSERCAO,011614611,65,1
INSERCAO,471268530,199,1
INSERCAO,731190271,111,0
INSERCAO,378251882,46,0
INSERCAO,972778627,106,0
INSERCAO,490194349,130,1
INSERCAO,343014705,51,1
INSERCAO,856218592,97,0
INSERCAO,912798113,173,2
INSERCAO,039226949,230,2
INSERCAO,960519162,54,2
INSERCAO,049097303,172,0
INSERCAO,589937774,91,4
INSERCAO,127585830,116,2
INSERCAO,376549075,274,1
INSERCAO,180064441,166,1
INSERCAO,020322295,118,0
INSERCAO,929312283,79,4
INSERCAO,043911569,129,1
INSERCAO,885460312,121,0
INSERCAO,715968958,65,1
INSERCAO,150030363,224,1
INSERCAO,760549815,134,2
INSERCAO,305013945,213,1
INSERCAO,619246594,185,2
INSERCAO,638352950,108,2
INSERCAO,212782835,48,0
